Label,Tweet,length,Case_folded,Tokenized,Stemmed,No_Slang,No_Stop,Ready,prediction
0,  deddy corbuzier mengaku tak suka kata dugaan kdrt kepada rizky billar tretan muslim padahal udah jelas closethedoor deddycorbuzier kdlestikejora,146,deddy corbuzier mengaku tak suka kata dugaan kdrt kepada rizky billar tretan muslim padahal udah jelas closethedoor deddycorbuzier kdlestikejora,"['deddy', 'corbuzier', 'mengaku', 'tak', 'suka', 'kata', 'dugaan', 'kdrt', 'kepada', 'rizky', 'billar', 'tretan', 'muslim', 'padahal', 'udah', 'jelas', 'closethedoor', 'deddycorbuzier', 'kdlestikejora']","['deddy', 'corbuzier', 'aku', 'tak', 'suka', 'kata', 'duga', 'kdrt', 'kepada', 'rizky', 'billar', 'tretan', 'muslim', 'padahal', 'udah', 'jelas', 'closethedoor', 'deddycorbuzier', 'kdlestikejora']","['deddy', 'corbuzier', 'aku', 'tak', 'suka', 'kata', 'duga', 'kdrt', 'kepada', 'rizky', 'billar', 'tretan', 'muslim', 'padahal', 'udah', 'jelas', 'closethedoor', 'deddycorbuzier', 'kdlestikejora']","['deddy', 'corbuzier', 'suka', 'duga', 'kdrt', 'rizky', 'billar', 'tretan', 'muslim', 'udah', 'closethedoor', 'deddycorbuzier', 'kdlestikejora']",deddy corbuzier suka duga kdrt rizky billar tretan muslim udah closethedoor deddycorbuzier kdlestikejora,Non_HS
0,  polres metro jakarta selatan menjadwalkan ulang pemeriksaan terhadap rizky billar pada kami depan rizkybillar kdjemputpaksa lestibillar lestikd,145,polres metro jakarta selatan menjadwalkan ulang pemeriksaan terhadap rizky billar pada kami depan rizkybillar kdjemputpaksa lestibillar lestikd,"['polres', 'metro', 'jakarta', 'selatan', 'menjadwalkan', 'ulang', 'pemeriksaan', 'terhadap', 'rizky', 'billar', 'pada', 'kami', 'depan', 'rizkybillar', 'kdjemputpaksa', 'lestibillar', 'lestikd']","['polres', 'metro', 'jakarta', 'selatan', 'jadwal', 'ulang', 'periksa', 'hadap', 'rizky', 'billar', 'pada', 'kami', 'depan', 'rizkybillar', 'kdjemputpaksa', 'lestibillar', 'lestikd']","['polres', 'metro', 'jakarta', 'selatan', 'jadwal', 'ulang', 'periksa', 'hadap', 'rizky', 'billar', 'pada', 'kami', 'depan', 'rizkybillar', 'kdjemputpaksa', 'lestibillar', 'lestikd']","['polres', 'metro', 'jakarta', 'selatan', 'jadwal', 'ulang', 'periksa', 'hadap', 'rizky', 'billar', 'rizkybillar', 'kdjemputpaksa', 'lestibillar', 'lestikd']",polres metro jakarta selatan jadwal ulang periksa hadap rizky billar rizkybillar kdjemputpaksa lestibillar lestikd,Non_HS
0,  kd beam face smile eye,24,kd beam face smile eye,"['kd', 'beam', 'face', 'smile', 'eye']","['kd', 'beam', 'face', 'smile', 'eye']","['kd', 'beam', 'face', 'smile', 'eye']","['kd', 'beam', 'face', 'smile', 'eye']",kd beam face smile eye,Non_HS
0,  ayu thalia bantah punya hubungan spesial dengan rizky billar terungkap awal kenal suami lesti kdselingkuh rizkybillar lesti lestikejora leslar leslarlovers ayuthalia lewat ribunkaltim,185,ayu thalia bantah punya hubungan spesial dengan rizky billar terungkap awal kenal suami lesti kdselingkuh rizkybillar lesti lestikejora leslar leslarlovers ayuthalia lewat ribunkaltim,"['ayu', 'thalia', 'bantah', 'punya', 'hubungan', 'spesial', 'dengan', 'rizky', 'billar', 'terungkap', 'awal', 'kenal', 'suami', 'lesti', 'kdselingkuh', 'rizkybillar', 'lesti', 'lestikejora', 'leslar', 'leslarlovers', 'ayuthalia', 'lewat', 'ribunkaltim']","['ayu', 'thalia', 'bantah', 'punya', 'hubung', 'spesial', 'dengan', 'rizky', 'billar', 'ungkap', 'awal', 'kenal', 'suami', 'lesti', 'kdselingkuh', 'rizkybillar', 'lesti', 'lestikejora', 'leslar', 'leslarlovers', 'ayuthalia', 'lewat', 'ribunkaltim']","['ayu', 'thalia', 'bantah', 'punya', 'hubung', 'spesial', 'dengan', 'rizky', 'billar', 'ungkap', 'awal', 'kenal', 'suami', 'lesti', 'kdselingkuh', 'rizkybillar', 'lesti', 'lestikejora', 'leslar', 'leslarlovers', 'ayuthalia', 'lewat', 'ribunkaltim']","['ayu', 'thalia', 'bantah', 'hubung', 'spesial', 'rizky', 'billar', 'kenal', 'suami', 'lesti', 'kdselingkuh', 'rizkybillar', 'lesti', 'lestikejora', 'leslar', 'leslarlovers', 'ayuthalia', 'ribunkaltim']",ayu thalia bantah hubung spesial rizky billar kenal suami lesti kdselingkuh rizkybillar lesti lestikejora leslar leslarlovers ayuthalia ribunkaltim,Non_HS
0,  tak peduli bangkrut hingga karirnya hancur rizky billar hanya ingin hidup bersama lesti kejora rizkybillar lesty kdkpi,120,tak peduli bangkrut hingga karirnya hancur rizky billar hanya ingin hidup bersama lesti kejora rizkybillar lesty kdkpi,"['tak', 'peduli', 'bangkrut', 'hingga', 'karirnya', 'hancur', 'rizky', 'billar', 'hanya', 'ingin', 'hidup', 'bersama', 'lesti', 'kejora', 'rizkybillar', 'lesty', 'kdkpi']","['tidak', 'peduli', 'bangkrut', 'hingga', 'karirnya', 'hancur', 'rizky', 'billar', 'hanya', 'ingin', 'hidup', 'sama', 'lesti', 'kejora', 'rizkybillar', 'lesty', 'kdkpi']","['tidak', 'peduli', 'bangkrut', 'hingga', 'karirnya', 'hancur', 'rizky', 'billar', 'hanya', 'ingin', 'hidup', 'sama', 'lesti', 'kejora', 'rizkybillar', 'lesty', 'kdkpi']","['peduli', 'bangkrut', 'karirnya', 'hancur', 'rizky', 'billar', 'hidup', 'lesti', 'kejora', 'rizkybillar', 'lesty', 'kdkpi']",peduli bangkrut karirnya hancur rizky billar hidup lesti kejora rizkybillar lesty kdkpi,Non_HS
1,  billar disebut kena mental pasca dilaporkan lesti kejora kini kepergok sukai video tak senonoh beritaterkini rizkybillar lestikejora taksenonoh kepergok kd klik selengkapnya gt gt,181,billar disebut kena mental pasca dilaporkan lesti kejora kini kepergok sukai video tak senonoh beritaterkini rizkybillar lestikejora taksenonoh kepergok kd klik selengkapnya gt gt,"['billar', 'disebut', 'kena', 'mental', 'pasca', 'dilaporkan', 'lesti', 'kejora', 'kini', 'kepergok', 'sukai', 'video', 'tak', 'senonoh', 'beritaterkini', 'rizkybillar', 'lestikejora', 'taksenonoh', 'kepergok', 'kd', 'klik', 'selengkapnya', 'gt', 'gt']","['billar', 'sebut', 'kena', 'mental', 'pasca', 'lapor', 'lesti', 'kejora', 'kini', 'pergok', 'suka', 'video', 'tak', 'senonoh', 'beritaterkini', 'rizkybillar', 'lestikejora', 'taksenonoh', 'pergok', 'kd', 'klik', 'lengkap', 'gt', 'gt']","['billar', 'sebut', 'kena', 'mental', 'pasca', 'lapor', 'lesti', 'kejora', 'kini', 'pergok', 'suka', 'video', 'tak', 'senonoh', 'beritaterkini', 'rizkybillar', 'lestikejora', 'taksenonoh', 'pergok', 'kd', 'klik', 'lengkap', 'gt', 'gt']","['billar', 'kena', 'mental', 'pasca', 'lapor', 'lesti', 'kejora', 'pergok', 'suka', 'video', 'senonoh', 'beritaterkini', 'rizkybillar', 'lestikejora', 'taksenonoh', 'pergok', 'kd', 'klik', 'lengkap', 'gt', 'gt']",billar kena mental pasca lapor lesti kejora pergok suka video senonoh beritaterkini rizkybillar lestikejora taksenonoh pergok kd klik lengkap gt gt,HS
0,  menteri ppa angkat bicara terkait kasus kdlesti kejora kdrt lestikejora ppa menteri,85,menteri ppa angkat bicara terkait kasus kdlesti kejora kdrt lestikejora ppa menteri,"['menteri', 'ppa', 'angkat', 'bicara', 'terkait', 'kasus', 'kdlesti', 'kejora', 'kdrt', 'lestikejora', 'ppa', 'menteri']","['menteri', 'ppa', 'angkat', 'bicara', 'kait', 'kasus', 'kdlesti', 'kejora', 'kdrt', 'lestikejora', 'ppa', 'menteri']","['menteri', 'ppa', 'angkat', 'bicara', 'kait', 'kasus', 'kdlesti', 'kejora', 'kdrt', 'lestikejora', 'ppa', 'menteri']","['menteri', 'ppa', 'angkat', 'bicara', 'kait', 'kdlesti', 'kejora', 'kdrt', 'lestikejora', 'ppa', 'menteri']",menteri ppa angkat bicara kait kdlesti kejora kdrt lestikejora ppa menteri,Non_HS
0,  akui kesalahan rizky billar sentil teman penghianat melalui fitur close friend rizkybilar lestykejora lestikdclosefriends kd,126,akui kesalahan rizky billar sentil teman penghianat melalui fitur close friend rizkybilar lestykejora lestikdclosefriends kd,"['akui', 'kesalahan', 'rizky', 'billar', 'sentil', 'teman', 'penghianat', 'melalui', 'fitur', 'close', 'friend', 'rizkybilar', 'lestykejora', 'lestikdclosefriends', 'kd']","['aku', 'salah', 'rizky', 'billar', 'sentil', 'teman', 'penghianat', 'lalu', 'fitur', 'close', 'friend', 'rizkybilar', 'lestykejora', 'lestikdclosefriends', 'kd']","['aku', 'salah', 'rizky', 'billar', 'sentil', 'teman', 'penghianat', 'lalu', 'fitur', 'close', 'friend', 'rizkybilar', 'lestykejora', 'lestikdclosefriends', 'kd']","['salah', 'rizky', 'billar', 'sentil', 'teman', 'penghianat', 'fitur', 'close', 'friend', 'rizkybilar', 'lestykejora', 'lestikdclosefriends', 'kd']",salah rizky billar sentil teman penghianat fitur close friend rizkybilar lestykejora lestikdclosefriends kd,Non_HS
0,  angka keluar pasaran japan hari ini adalah result shio monyet selamat bagi pemenang jackpot kdrgobet togelterpercaya,118,angka keluar pasaran japan hari ini adalah result shio monyet selamat bagi pemenang jackpot kdrgobet togelterpercaya,"['angka', 'keluar', 'pasaran', 'japan', 'hari', 'ini', 'adalah', 'result', 'shio', 'monyet', 'selamat', 'bagi', 'pemenang', 'jackpot', 'kdrgobet', 'togelterpercaya']","['angka', 'keluar', 'pasar', 'japan', 'hari', 'ini', 'adalah', 'result', 'shio', 'monyet', 'selamat', 'bagi', 'menang', 'jackpot', 'kdrgobet', 'togelterpercaya']","['angka', 'keluar', 'pasar', 'japan', 'hari', 'ini', 'adalah', 'result', 'shio', 'monyet', 'selamat', 'bagi', 'menang', 'jackpot', 'kdrgobet', 'togelterpercaya']","['angka', 'pasar', 'japan', 'result', 'shio', 'monyet', 'selamat', 'menang', 'jackpot', 'kdrgobet', 'togelterpercaya']",angka pasar japan result shio monyet selamat menang jackpot kdrgobet togelterpercaya,Non_HS
0,  polisi telah menaikkan status kasus kdrizky billar pada lesti kejora dari penyelidikan ke penyidikan setelah memeriksa sejumlah saksi dan bukti kdrizkybillar,159,polisi telah menaikkan status kasus kdrizky billar pada lesti kejora dari penyelidikan ke penyidikan setelah memeriksa sejumlah saksi dan bukti kdrizkybillar,"['polisi', 'telah', 'menaikkan', 'status', 'kasus', 'kdrizky', 'billar', 'pada', 'lesti', 'kejora', 'dari', 'penyelidikan', 'ke', 'penyidikan', 'setelah', 'memeriksa', 'sejumlah', 'saksi', 'dan', 'bukti', 'kdrizkybillar']","['polisi', 'telah', 'naik', 'status', 'kasus', 'kdrizky', 'billar', 'pada', 'lesti', 'kejora', 'dari', 'lidi', 'ke', 'sidi', 'telah', 'periksa', 'jumlah', 'saksi', 'dan', 'bukti', 'kdrizkybillar']","['polisi', 'telah', 'naik', 'status', 'kasus', 'kdrizky', 'billar', 'pada', 'lesti', 'kejora', 'dari', 'lidi', 'ke', 'sidi', 'telah', 'periksa', 'jumlah', 'saksi', 'dan', 'bukti', 'kdrizkybillar']","['polisi', 'status', 'kdrizky', 'billar', 'lesti', 'kejora', 'lidi', 'sidi', 'periksa', 'saksi', 'bukti', 'kdrizkybillar']",polisi status kdrizky billar lesti kejora lidi sidi periksa saksi bukti kdrizkybillar,Non_HS
0,  lesti kejora balikan rizky billar ii dahlia khawatirkan ini kdlestikejora rizkybillar,87,lesti kejora balikan rizky billar ii dahlia khawatirkan ini kdlestikejora rizkybillar,"['lesti', 'kejora', 'balikan', 'rizky', 'billar', 'ii', 'dahlia', 'khawatirkan', 'ini', 'kdlestikejora', 'rizkybillar']","['lesti', 'kejora', 'balik', 'rizky', 'billar', 'ii', 'dahlia', 'khawatir', 'ini', 'kdlestikejora', 'rizkybillar']","['lesti', 'kejora', 'balik', 'rizky', 'billar', 'ii', 'dahlia', 'khawatir', 'ini', 'kdlestikejora', 'rizkybillar']","['lesti', 'kejora', 'rizky', 'billar', 'ii', 'dahlia', 'khawatir', 'kdlestikejora', 'rizkybillar']",lesti kejora rizky billar ii dahlia khawatir kdlestikejora rizkybillar,Non_HS
0,  beredar cctv diduga lesti minggat dari rumah kondisinya bikin elus dada cctvrumahlesti kdlestikejora rizkybillar,114,beredar cctv diduga lesti minggat dari rumah kondisinya bikin elus dada cctvrumahlesti kdlestikejora rizkybillar,"['beredar', 'cctv', 'diduga', 'lesti', 'minggat', 'dari', 'rumah', 'kondisinya', 'bikin', 'elus', 'dada', 'cctvrumahlesti', 'kdlestikejora', 'rizkybillar']","['edar', 'cctv', 'duga', 'lesti', 'minggat', 'dari', 'rumah', 'kondisi', 'bikin', 'elus', 'dada', 'cctvrumahlesti', 'kdlestikejora', 'rizkybillar']","['edar', 'cctv', 'duga', 'lesti', 'minggat', 'dari', 'rumah', 'kondisi', 'bikin', 'elus', 'dada', 'cctvrumahlesti', 'kdlestikejora', 'rizkybillar']","['edar', 'cctv', 'duga', 'lesti', 'minggat', 'rumah', 'kondisi', 'bikin', 'elus', 'dada', 'cctvrumahlesti', 'kdlestikejora', 'rizkybillar']",edar cctv duga lesti minggat rumah kondisi bikin elus dada cctvrumahlesti kdlestikejora rizkybillar,Non_HS
