date,username,Lemma,Subjectivity,Polarity,Analysis
10/10/2022 0:00,insideindo_id,  dalam sebuah klarifikasi baim mengaku konten kdyang dibuatnya hanyalah untuk mengedukasi para penontonnya baca berita selengkapnya hanya di baimwong baimpaula baimkdrt paulaverhoeven kdrt prank,0.0,0.0,Netral
10/10/2022 0:00,matamilenialid,  mangkir di pemeriksaan dugaan kdrt bagaimana status rizky billar baca selengkapnya disini mataindonesia pemeriksaan kdrt rizkybillar lestykejora,0.0,0.0,Netral
10/10/2022 0:00,hualdo27,  pengacaranya kaya ga pernah dihadapi situasi papasan sama musuh ya logis ga sih ketemu muka sama orang yg jelas pengen bunuh lo atau pal ga pengen harm lo cacad skali pengacara begini lestikejora rizkybillar kd,0.0,0.0,Netral
10/10/2022 0:00,terasjabar_1,  ditengah kisruh isu kdrt video lesti dan keluarga sedang umrah beredar di medium sosial umrah lesti rizkybillar kdrt,0.0,0.0,Netral
10/10/2022 0:00,nyatatabloid,  waduh brad pitt pernah cekik anak dan banting angelina jolie ganteng ganteng nyeremin via yatatabloid bradpittisanabuser angelinajoile kdrt,0.0,0.0,Netral
10/10/2022 0:00,videotribun,  cctv di rumah lesti kejora dan rizky billar setelah kejadian kdbocor gerak gerik lesti terekam cctv kdlesty rizkybilar beritaterkini selengkapnya gt,0.0,0.0,Netral
10/10/2022 0:00,gtvid_news,  rizky billar membantah semua yang dilaporkan lesti kejora terkait kdrt rizky billar membantah telah membanting lesti kejora hingga mengalami luka lebam rdy buletininews gtvnews gtv rizkybillar lestikejora kd,0.0,0.0,Netral
10/10/2022 0:00,inilahbdgcom,  kakak rizky billar sebut kdbukan kekerasan tapi keharmonisan dalam rumah tangga inilahbandung rizkybillar lestikejora kdinfo artist,0.0,0.0,Netral
10/10/2022 0:00,indozonemedia,  beredar video yang memperlihatkan seorang istri menampar dan memukuli suaminya di panggung hajatan kdviral,0.0,0.0,Netral
10/10/2022 0:00,sopisilembut29,  banyak banget liat fenomena selingkuh kd omg tahun lalu saya salah korbannya udah jangan takut laporin speak lupakan berkorban buat anak karena ibu bahagia yang terpenting kdselingkuh womensupportingwomen woman motivation mother,0.0,0.0,Netral
10/10/2022 0:00,terkinidotid,  yusuf mansur nasihati lesti kejora netizen singgung wirda mansur ucapan ustadz yusuf mansur yang sempat menasihati lesti kejora untuk memaafkan tindakan kdrizky billar membuat hiburan kdrt lestikejoraumroh rizkybillarterbaru wirdamansur,0.0,0.0,Netral
10/10/2022 0:00,genpi_co,  kekerasan dalam rumah tangga kdrt berkontribusi memberikan pengaruh terhadap mental anak dalam pertumbuhannya kdrt,0.2,-0.1,Negative
10/10/2022 0:00,serambinews,  rizkybillar lestykejora bantahan kd kabid humas polda metro jaya kombes pol endra zulpan menyebut pihaknya tidak mempermasalahkan soal adanya bantahan itu,0.0,0.0,Netral
10/10/2022 0:00,miraagu00774882,  detik detik timnas markus bima sakti raih juara awal pertanda ketidaksetiaan rikzy billar ke lesti kejora markus kdlestikejora rizkybillar,0.0,0.0,Netral
10/10/2022 0:00,miraagu00774882,  ingat bang markus dulu pernah digugat cerai oleh istrinya sekarang giliran lesti kejora bang bima sakti adem ayem tiba tiba menghentakan prestasi good luck sks timnas markus kdlestikejora rizkybillar,0.6000000000000001,0.7,Positive
10/10/2022 0:00,miraagu00774882,  karir lesti kejora tak seindah prestasi markus bima sakti dan yang menghentakan getaran bumi menjadi gempa pujian lesti kd markus bimasakti,0.0,0.0,Netral
10/10/2022 0:00,reddishtomatoez,  akad menikah dan melawan kdrt,0.0,0.0,Netral
10/9/2022 0:00,tiaran693,  kunci nya tenang jgn panik badai pasti berlalu dan terang pasti datang klik high voltage cemeslot idnarena btsontma littlewomenep japanesegp soloistwendyslsl btsourforeverartist nctdreamattma kdviral,0.5399999999999999,0.16,Positive
10/9/2022 0:00,ficko_,  pengacara rizky billar keceplosan sebut kdyang dilakukan terhadap lesti kejora karena ketahuan selingkuh rizkybillar leslar lestikejora kdselingkuh,0.0,0.0,Netral
10/9/2022 0:00,ceklissatucom,  sebelum dilaporkan soal kdrt rizky billar sempat talak satu lesti kejora jakarta rizkybillar talak lestykejora kd,0.0,0.0,Netral
10/9/2022 0:00,rubbyidn,  outfit rizky billar amp lesty kejora bagaikan langit dan bumi seperti apa sih outfitnya cek lengkapnya disini right arrow curve rizkybillar lestykejora kd japanesegp soloistwendyslsl,0.5357142857142857,0.2857142857142857,Positive
10/9/2022 0:00,fajaronline,  komentari kdrizky billar ke lesti kejora farhat abbas malah bilang wajar kalau ditendang farhatabbas kdkdrtrixkybillar lestikejora,0.0,0.0,Netral
10/9/2022 0:00,tribunkaltim,  rizky billar sempat ucapkan talak satu pada lesti kejora sebelum dilaporkan dugaan kdke polisi lesti lestikejora rizkybilar leslar leslarlovers kd lewat ribunkaltim,0.0,0.0,Netral
10/9/2022 0:00,inewsbondowoso,  bisnis rizky billar bangkrut dan karirnya hancur kuasa hukum salahkan hujatan netizen rizkybillar karir kdlestykejora,0.0,0.0,Netral
10/9/2022 0:00,wahananewsdotco,  ayah angkat tak terima rizky billar disebut sering kredit barang mewah lestikejora kdrt rizkybillar penyanyi,0.0,0.0,Netral
10/9/2022 0:00,syifaa_fariidah,  bentuk kdrt ciri orang yang melakukan dampak dan solusinya ini kata psikolog poppy amalya bagaimana rinciannya simak selengkapnya melalui link di bawah ini bentuk ciri dampak solusi kdkekerasan berita berita trend fyp fyp,0.0,0.0,Netral
10/9/2022 0:00,terpantauid,  pengacara ungkapkan lesti kejora sudah ditalak rizky billar rizkybillar lestikejora kdrt,0.0,0.0,Netral
10/9/2022 0:00,terpantauid,  baim wong berikan klarifikasi alasan bikin konten prank kdusai diperiksa pihak kepolisian baimwong kdprank,0.0,0.0,Netral
10/9/2022 0:00,syifaa_fariidah,  arti dan penyebab kdrt ini kata poppy amalya selaku psikolog bagaimana rinciannya simak selengkapnya melalui link di bawah ini arti sebab penyebab kdkekerasandalamrumahtangga kekerasan dalam rumah tangga berita berita trend fyp fyp,0.0,0.0,Netral
10/9/2022 0:00,ceklissatucom,  sebelum dilaporkan kdrt rizky billar sempat talak satu lesti kejora rizkybillar lestikejora kdtalaksatu,0.0,0.0,Netral
10/9/2022 0:00,officialntv_,  ivan gunawan pernah ingatkan lesti kejora tuk amankan sesuatu dari rizky billar selebriti ivangunawan lestikejora rizkybillar leslar lesti kddangdut kabarartis,0.0,0.0,Netral
10/9/2022 0:00,inewsbondowoso,  sembunyi lantaran dihujat netizen rizky billar disebut perdalam agama rizkybillar rizkybilar kdhujatannetizen agama,0.0,0.0,Netral
10/9/2022 0:00,poskotaofficial,  tak sendiri lesti terlihat pergi bersama rombongan keluarganya sementara sang ayah tampil mengenakan jas hitam dia nampak setia mendampingi sing putri dengan berjalan disampingnya lestykejora laporkan rizkybillar umroh polisi kdrt pasangan showbiz poskota,0.0,0.0,Netral
10/9/2022 0:00,inewsbondowoso,  heboh rizky billar telah jatuhkan talak satu pada lesti kejora sebelum kasus kd rizkybillar leslar lestibillar talaksatu kd,0.0,0.0,Netral
10/9/2022 0:00,thephraseid,  girl hindari kekerasan dalam rumah tangga kdrt setelah menikah dengan kenali red flag ini thephraseid kdredflag domesticviolence tip loveadvice lifestyle hubungan,0.0,0.0,Netral
10/9/2022 0:00,ardillahis15,  rizky billar dan lesti kejora lakukan hubungan pasutri usai talak bolehkah buya yahya dilaknat allah rizkybillar lestikejora kdbuyayahya pamungkas,0.0,0.0,Netral
10/9/2022 0:00,cemeslot,  kunci nya tenang jgn panik badai pasti berlalu dan terang pasti datang klik high voltage cemeslot idnarena btsontma littlewomenep japanesegp soloistwendyslsl btsourforeverartist nctdreamattma kdviral,0.5399999999999999,0.16,Positive
10/9/2022 0:00,tribunmedan,  polisi langsung respons bantahan rizkybillar soal kdyang dilaporkan istrinya lestikejora via ribunmedan,0.0,0.0,Netral
10/9/2022 0:00,prokabar,  dituding melakukan tindak kekerasan chandra liow angkat bicara kunjungi beb chandraliow hdp inayma kdrt youtuber,0.0,0.0,Netral
10/9/2022 0:00,beritamanado,  berita terbaru biang pertengkaran karena lesti pergoki rizky billar dengan tante isa zega kdrt lesti kejora rizky billar,0.0,0.0,Netral
10/9/2022 0:00,ceritacantikcom,  kasus lesti semoga makin membuat masyarakat aware mengenai kdrt nah kalian sudah tahu belum jenis kdberdasar uu tahun mampir sini ya,0.25,0.25,Positive
10/9/2022 0:00,jembernetwork,  jemput bola pihak kepolisian datangi lesti kejora berikan pertanyaan terkait kasus kdyang dilakukan rizky billar kdrizkybillar lestikejora,0.0,0.0,Netral
10/9/2022 0:00,tribunkaltim,  rizky billar sempat ucapkan talak satu pada lesti kejora sebelum dilaporkan dugaan kdke polisi lesti lestikejora rizkybilar leslar leslarlovers kd lewat ribunkaltim,0.0,0.0,Netral
10/9/2022 0:00,pasutri,  susu kaleng marah dan uring uringan pasutri susukaleng bukususukaleng kd lewat loggerever,0.0,0.0,Netral
10/9/2022 0:00,_bukankamu_,  beredar video viral rekaman cctv rumah lesti kejora dan rizky billar saat kdrt wanita kuat nyetir sendiri lestikdlestibillar billarkdrt rizkybillar selingkuh kdbirojomblo ahygagalditnigagaldipolitik jonan naikin privasi goodbyenasdemanies,0.0,0.0,Netral
10/9/2022 0:00,_bukankamu_,  beredar video viral rekaman cctv rumah lesti kejora dan rizky billar saat kdrt wanita kuat nyetir sendiri lestikdlestibillar billarkdrt rizkybillar selingkuh kdaniesnasdemout tenggelamkannasdem dukunggugatanijazahpalsu pisang land dawn,0.0,0.0,Netral
10/9/2022 0:00,_bukankamu_,  beredar video viral rekaman cctv rumah lesti kejora dan rizky billar saat kdrt wanita kuat nyetir sendiri lestikdlestibillar billarkdrt rizkybillar selingkuh kdbintang emon pssi jakmania dokter celana pamungkas aniesnasdemout bawah,0.0,0.0,Netral
10/9/2022 0:00,portalyogya,  video rekaman cctv yang diduga lesti kejora usai mengalami kdoleh rizky billar beredar di medium sosial portalyogya kdlestikejora rizkybillar,0.0,0.0,Netral
10/9/2022 0:00,miraagu00774882,  semoga cengkol khas suara lesti kejora tidak berubah sama sekali usai dicekik rizky billar kd rizkybillar rizkybillar lestikejora lesti lestikejora lestibillar,0.0,0.0,Netral
10/9/2022 0:00,poskotaofficial,  buntut dari konten prank kdrt saat ini polisi terima dalih baim dan istrinya ngeprank laporan kdlantaran ingin tahu reaksi dari petugas kdkonten prank baim paula polisi poskota,0.0,0.0,Netral
10/9/2022 0:00,miraagu00774882,  pulang umroh lesti kejora langsung ke singapura jalani perawatan kd rizkybillar rizkybillar lestikejora lesti lestikejora lestibillar,0.0,0.0,Netral
10/9/2022 0:00,miraagu00774882,  pulang umroh lesti kejora gugat cerai rizky billar kd rizkybillar rizkybillar lestikejora lesti lestikejora lestibillar,0.0,0.0,Netral
10/9/2022 0:00,kilat_com,  tak terduga begini kronologi versi rizky billar terkait laporan kdyang dilayangkan kepadanya rizky billar talak lesti kejora dan sempat melakukan hubungan intim sebelum adanya laporan kd rizkybillar lestikejora lestikdlestibillar kd,0.0,0.0,Netral
10/9/2022 0:00,akhmadf21,  lestykejora lestikdrizkybillar kdrt,0.0,0.0,Netral
10/9/2022 0:00,lintas_mnctv,  kasus kdyang menjerat rizky billar naik ke penyidikan satreskrim polres metro jakarta selatan melakukan pemeriksaan tambahan terhadap lesti kejora sementara sing suami rizky billar membantah melakukan kdrt yld mnctv lestykejora rizkybillar kdartis artisindonesia,0.0,0.0,Netral
10/9/2022 0:00,ardillahis15,  rizky billar ternyata sempat layangkan talak ke lesti kejora sebelum kasus kdmencuat kakak talak kamu lesti rizkybillar kdpamungkas,0.0,0.0,Netral
10/9/2022 0:00,portalyogya,  adek erfil manurung kuasa hukum rizky billar mengatakan bahwa rizky billar sudah memberikan talak pada lesti kejora portalyogya kdlestikejora rizkybillar,0.0,0.0,Netral
10/9/2022 0:00,inewsbondowoso,  bongkar kekayaan rizky billar pengusaha ini angkat bicara usai lesti kejora laporan kd rizkybillar lestikejora kdkekayaan,0.0,0.0,Netral
10/9/2022 0:00,holopiscom,  status rizky billar di kasus dugaan kekerasan dalam rumah tangga kdrt terhadap istrinya lesti kejora masih saksi meskipun kasus sudah masuk tahap penyidikan rizkybillar kdlestikejora,0.0,0.0,Netral
